sample_code,site_code,collection_date,e_coli,total_coliforms,large_wells,small_wells,fluorescence_large,fluorescence_small,data_conditions
LSC1_2025-07-13,LSC1,2025-07-13,285.1,,49,48,48,21,nan
MB3_2025-07-13,MB3,2025-07-13,74.9,,49,48,38,4,nan
MDWL1_2025-07-13,MDWL1,2025-07-13,9.4,870.4,48,45,5,4,nan
MO1_2025-07-13,MO1,2025-07-13,135.4,,49,48,41,20,nan
MR1_2025-07-13,MR1,2025-07-13,19.5,,49,48,13,4,nan
MR4_2025-07-13,MR4,2025-07-13,35.5,372.4,44,48,23,4,nan
MRCL1_2025-07-13,MRCL1,2025-07-13,1.0,365.4,49,21,0,1,nan
MRC_2025-07-13,MRC,2025-07-13,119.1,,49,48,41,15,nan
PL1_2025-07-13,PL1,2025-07-13,240.0,,49,48,47,21,nan
PMRL1_2025-07-13,PMRL1,2025-07-13,16.8,,49,48,11,4,nan
PP1_2025-07-13,PP1,2025-07-13,7.4,,49,48,6,1,nan
PRP1_2025-07-13,PRP1,2025-07-13,2419.6,,49,48,49,48,nan
RB1_2025-07-13,RB1,2025-07-13,20.4,,49,48,1,19,nan
RBA_2025-07-13,RBA,2025-07-13,41.4,,49,48,26,4,nan
RO1a_2025-07-13,RO1a,2025-07-13,126.7,,49,48,42,15,nan
ROL1_2025-07-13,ROL1,2025-07-13,8.5,1986.3,49,46,7,1,nan
SB2_2025-07-13,SB2,2025-07-13,19.1,,49,48,11,6,nan
SB5_2025-07-13,SB5,2025-07-13,6.2,,49,48,4,2,nan
SB9_2025-07-13,SB9,2025-07-13,60.9,2419.6,49,47,32,7,nan
SBA_2025-07-13,SBA,2025-07-13,31.8,,49,48,21,4,nan
SC6_2025-07-13,SC6,2025-07-13,193.5,,49,48,48,12,nan
SPBP1_2025-07-13,SPBP1,2025-07-13,3.0,,49,48,2,1,nan
SPBP2_2025-07-13,SPBP2,2025-07-13,9.6,,49,48,7,2,nan
SW1_2025-07-13,SW1,2025-07-13,66.3,,49,48,32,10,nan
SYL1_2025-07-13,SYL1,2025-07-13,72.7,,49,48,38,3,nan
SYNL1_2025-07-13,SYNL1,2025-07-13,95.9,,49,48,40,9,nan
WP1_2025-07-13,WP1,2025-07-13,3.1,,49,48,3,0,nan
WP2_2025-07-13,WP2,2025-07-13,1.0,,49,48,1,0,nan
WP3_2025-07-13,WP3,2025-07-13,,2419.6,49,47,0,0,nan
WP4_2025-07-13,WP4,2025-07-13,3.1,,49,48,3,0,nan
HO2_2025-07-17,HO2,2025-07-17,103.9,691.0,47,48,40,12,nan
HO3A_2025-07-17,HO3A,2025-07-17,1203.3,,49,48,49,41,nan
HO3_2025-07-17,HO3,2025-07-17,1203.3,,49,48,49,41,nan
WP1_2025-07-17,WP1,2025-07-17,240.0,,49,48,47,21,nan
WP2_2025-07-17,WP2,2025-07-17,7.2,,49,48,4,3,nan
WP3_2025-07-17,WP3,2025-07-17,11.9,,49,48,8,3,nan
WP4_2025-07-17,WP4,2025-07-17,7.3,,49,48,5,2,nan
ABM4_2025-07-20,ABM4,2025-07-20,64.0,,49,48,30,12,nan
AC1_2025-07-20,AC1,2025-07-20,78.8,691.0,47,48,34,13,2G
AC2_2025-07-20,AC2,2025-07-20,2419.6,,49,48,49,48,nan
AC3_2025-07-20,AC3,2025-07-20,980.4,,49,48,49,38,nan
AC4_2025-07-20,AC4,2025-07-20,686.7,,49,48,49,32,nan
AC5_2025-07-20,AC5,2025-07-20,8.6,,49,48,8,0,nan
AC6_2025-07-20,AC6,2025-07-20,101.4,,49,48,41,9,nan
APL1_2025-07-20,APL1,2025-07-20,8.3,1011.2,48,48,4,4,G
ATL1_2025-07-20,ATL1,2025-07-20,4.1,2419.6,49,47,2,2,J
AX1_2025-07-20,AX1,2025-07-20,23.5,,49,48,15,5,nan
AX2_2025-07-20,AX2,2025-07-20,59.1,,49,48,32,6,nan
BB1_2025-07-20,BB1,2025-07-20,43.5,,49,48,27,4,nan
BD1A_2025-07-20,BD1A,2025-07-20,72.4,2419.6,49,47,31,15,J
BD4_2025-07-20,BD4,2025-07-20,157.6,,49,48,45,15,nan
BD5_2025-07-20,BD5,2025-07-20,201.1,1011.2,48,48,42,33,G
BRL1_2025-07-20,BRL1,2025-07-20,1.0,2419.6,49,47,1,0,J
CB2_2025-07-20,CB2,2025-07-20,18.7,,49,48,9,8,nan
CB3_2025-07-20,CB3,2025-07-20,7.5,,49,48,7,0,nan
CL2_2025-07-20,CL2,2025-07-20,12.7,,49,48,6,6,nan
CL4_2025-07-20,CL4,2025-07-20,24.1,,49,48,17,3,nan
CL5_2025-07-20,CL5,2025-07-20,3.0,,49,48,2,1,nan
COL1_2025-07-20,COL1,2025-07-20,182.3,,49,48,43,26,nan
CTL1_2025-07-20,CTL1,2025-07-20,42.8,,49,48,26,5,nan
CVL1_2025-07-20,CVL1,2025-07-20,12.0,1011.2,48,48,9,2,G
DB1_2025-07-20,DB1,2025-07-20,547.5,,49,48,49,28,nan
DE1_2025-07-20,DE1,2025-07-20,57.1,,49,48,23,19,nan
DS21-1_2025-07-20,DS21-1,2025-07-20,2.0,,49,48,2,0,nan
ETL1_2025-07-20,ETL1,2025-07-20,5.2,,49,48,4,1,nan
FC1_2025-07-20,FC1,2025-07-20,37.9,2419.6,49,47,14,18,BJ
GMP1_2025-07-20,GMP1,2025-07-20,866.4,,49,48,49,36,B
GRPL1_2025-07-20,GRPL1,2025-07-20,16.1,1011.2,48,48,14,0,G
HA1_2025-07-20,HA1,2025-07-20,39.7,,49,48,23,7,nan
HB3_2025-07-20,HB3,2025-07-20,27.5,960.6,48,47,16,7,"g,j"
HL2_2025-07-20,HL2,2025-07-20,1.0,1011.2,48,48,1,0,BG
HO2_2025-07-20,HO2,2025-07-20,461.1,,49,48,49,25,nan
HO3_2025-07-20,HO3,2025-07-20,224.7,,49,48,49,12,nan
JC5_2025-07-20,JC5,2025-07-20,106.7,,49,48,40,13,nan
JC6_2025-07-20,JC6,2025-07-20,93.4,,49,48,37,14,nan
LSC1_2025-07-20,LSC1,2025-07-20,195.1,,49,48,45,22,nan
MB3_2025-07-20,MB3,2025-07-20,178.0,,49,48,45,19,nan
MDWL1_2025-07-20,MDWL1,2025-07-20,9.8,960.6,48,47,9,0,g
MO1_2025-07-20,MO1,2025-07-20,26.6,,49,48,13,10,nan
MR1_2025-07-20,MR1,2025-07-20,1299.7,,49,48,49,42,nan
MR4_2025-07-20,MR4,2025-07-20,2419.6,,49,48,49,48,nan
MRC_2025-07-20,MRC,2025-07-20,133.6,,49,48,42,17,nan
PL1_2025-07-20,PL1,2025-07-20,44.3,,49,48,26,6,nan
PMRL1_2025-07-20,PMRL1,2025-07-20,4.1,517.2,49,27,4,0,nan
PP1_2025-07-20,PP1,2025-07-20,26.9,,49,48,18,4,nan
PRP1_2025-07-20,PRP1,2025-07-20,42.0,1986.3,49,46,27,3,nan
RB1_2025-07-20,RB1,2025-07-20,387.3,,49,48,49,22,nan
RBA_2025-07-20,RBA,2025-07-20,1986.3,,49,48,49,46,nan
RO1a_2025-07-20,RO1a,2025-07-20,1732.9,,49,48,49,45,nan
ROL1_2025-07-20,ROL1,2025-07-20,2.0,,49,48,2,0,B
SB2_2025-07-20,SB2,2025-07-20,593.8,,49,48,47,44,nan
SB5_2025-07-20,SB5,2025-07-20,64.0,,49,48,30,12,nan
SB9_2025-07-20,SB9,2025-07-20,2419.6,,49,48,49,48,b
SBA_2025-07-20,SBA,2025-07-20,70.8,1011.2,48,48,34,9,G
SC6_2025-07-20,SC6,2025-07-20,1.0,691.0,47,48,1,0,2G
SPBP1_2025-07-20,SPBP1,2025-07-20,5.2,,49,48,4,1,nan
SPBP2_2025-07-20,SPBP2,2025-07-20,9.7,1011.2,48,48,8,1,g
SW1_2025-07-20,SW1,2025-07-20,139.1,,49,48,43,16,nan
SYL1_2025-07-20,SYL1,2025-07-20,13.2,,49,48,10,2,nan
SYNL1_2025-07-20,SYNL1,2025-07-20,125.4,691.0,47,48,41,17,2G
WP1_2025-07-20,WP1,2025-07-20,95.9,,49,48,40,9,nan
WP2_2025-07-20,WP2,2025-07-20,3.1,,49,48,3,0,nan
WP3_2025-07-20,WP3,2025-07-20,23.3,,49,48,19,0,nan
WP4_2025-07-20,WP4,2025-07-20,1.0,,49,48,1,0,nan
ABM4_2025-07-27,ABM4,2025-07-27,1553.1,,49,48,49,44,nan
AC1_2025-07-27,AC1,2025-07-27,2419.6,,49,48,49,48,nan
AC5_2025-07-27,AC5,2025-07-27,33.6,,49,48,22,4,nan
APL1_2025-07-27,APL1,2025-07-27,12.0,,49,48,9,2,nan
ATL1_2025-07-27,ATL1,2025-07-27,13.2,2419.6,49,47,10,2,nan
AX1_2025-07-27,AX1,2025-07-27,95.8,,49,48,36,17,b
BB1_2025-07-27,BB1,2025-07-27,378.4,,49,48,48,27,nan
BD1a_2025-07-27,BD1a,2025-07-27,160.7,,49,48,47,10,nan
BD4_2025-07-27,BD4,2025-07-27,365.4,,49,48,49,21,b
BRL1_2025-07-27,BRL1,2025-07-27,2.0,,49,48,2,0,nan
CB2_2025-07-27,CB2,2025-07-27,770.1,,49,48,49,34,nan
CB3_2025-07-27,CB3,2025-07-27,67.6,,49,48,33,9,nan
CL4_2025-07-27,CL4,2025-07-27,125.4,,49,48,41,17,nan
CL5_2025-07-27,CL5,2025-07-27,32.3,,49,48,22,3,nan
COL1_2025-07-27,COL1,2025-07-27,2419.6,,49,48,49,48,b
CTL1_2025-07-27,CTL1,2025-07-27,727.0,,49,48,49,33,b
CVL1_2025-07-27,CVL1,2025-07-27,7.3,,49,48,5,2,b
DB1_2025-07-27,DB1,2025-07-27,142.1,,49,48,46,9,nan
DE1_2025-07-27,DE1,2025-07-27,123.4,,49,48,42,14,nan
DS21-1_2025-07-27,DS21-1,2025-07-27,,1046.2,49,39,0,0,nan
ETL1_2025-07-27,ETL1,2025-07-27,122.3,,49,48,44,9,nan
FC1_2025-07-27,FC1,2025-07-27,68.7,,49,48,31,13,nan
GRPL1_2025-07-27,GRPL1,2025-07-27,436.0,1011.2,48,48,48,30,g
HA1_2025-07-27,HA1,2025-07-27,2.0,2419.6,49,47,0,2,nan
HB3_2025-07-27,HB3,2025-07-27,517.2,,49,48,49,27,nan
HL2_2025-07-27,HL2,2025-07-27,1986.3,,49,48,49,46,nan
HO2_2025-07-27,HO2,2025-07-27,2419.6,,49,48,49,47,c
HO3_2025-07-27,HO3,2025-07-27,2419.6,,49,48,49,47,c
JC5_2025-07-27,JC5,2025-07-27,167.0,,49,48,46,14,nan
JC6_2025-07-27,JC6,2025-07-27,648.8,,49,48,49,31,nan
LSC1_2025-07-27,LSC1,2025-07-27,2419.6,,49,48,49,48,nan
MB3_2025-07-27,MB3,2025-07-27,579.4,,49,48,49,29,nan
MDWL1_2025-07-27,MDWL1,2025-07-27,38.9,,49,48,27,1,nan
MR2_2025-07-27,MR2,2025-07-27,85.0,,49,48,34,16,nan
MR4_2025-07-27,MR4,2025-07-27,1986.3,,49,48,49,46,nan
MRCL1_2025-07-27,MRCL1,2025-07-27,28.1,2419.6,49,47,18,5,nan
PL1_2025-07-27,PL1,2025-07-27,45.0,,49,48,27,5,nan
PMRL1_2025-07-27,PMRL1,2025-07-27,28.5,,49,48,19,4,nan
PNVL1_2025-07-27,PNVL1,2025-07-27,2.0,1011.2,48,48,1,1,g
PP1_2025-07-27,PP1,2025-07-27,74.3,,49,48,35,9,nan
RBA_2025-07-27,RBA,2025-07-27,517.2,,49,48,49,27,nan
RK1_2025-07-27,RK1,2025-07-27,2419.6,,49,48,49,48,nan
RO1a_2025-07-27,RO1a,2025-07-27,456.9,1011.2,48,48,48,31,c
ROL1_2025-07-27,ROL1,2025-07-27,21.1,1011.2,48,48,15,3,"c, g"
SB2_2025-07-27,SB2,2025-07-27,601.5,,49,48,48,37,c
SPBP1_2025-07-27,SPBP1,2025-07-27,601.5,,49,48,48,37,c
SPBP2_2025-07-27,SPBP2,2025-07-27,,,49,48,0,0,c
SW1_2025-07-27,SW1,2025-07-27,123.4,1011.2,48,48,42,14,"b, c, g"
SYL1_2025-07-27,SYL1,2025-07-27,14.5,,49,48,11,2,c
SYNL1_2025-07-27,SYNL1,2025-07-27,686.7,,49,48,49,32,c
WP1_2025-07-27,WP1,2025-07-27,131.4,,49,48,45,9,c
WP2_2025-07-27,WP2,2025-07-27,10.8,1011.2,48,48,8,2,"c, g"
WP3_2025-07-27,WP3,2025-07-27,6.2,2419.6,49,47,4,2,"c, j"
WP4_2025-07-27,WP4,2025-07-27,21.3,,49,48,16,2,c
HO2_2025-07-29,HO2,2025-07-29,1203.3,,49,48,49,41,nan
HO3_2025-07-29,HO3,2025-07-29,770.1,,49,48,49,34,nan
WP1_2025-07-29,WP1,2025-07-29,43.7,533.5,46,48,25,7,nan
WP2_2025-07-29,WP2,2025-07-29,72.3,516.3,46,47,35,8,nan
WP3_2025-07-29,WP3,2025-07-29,4.1,,49,48,3,1,nan
WP4_2025-07-29,WP4,2025-07-29,15.3,691.0,47,48,9,5,nan
ABM4_2025-08-03,ABM4,2025-08-03,75.4,,49,48,37,6,nan
AC1_2025-08-03,AC1,2025-08-03,2419.6,,49,48,49,48,J
AC5_2025-08-03,AC5,2025-08-03,22.3,,49,48,15,4,nan
APL1_2025-08-03,APL1,2025-08-03,1.0,2419.6,49,47,0,1,nan
ATL1_2025-08-03,ATL1,2025-08-03,52.8,,49,48,29,7,nan
AX1_2025-08-03,AX1,2025-08-03,10.4,,49,48,4,6,nan
BB1_2025-08-03,BB1,2025-08-03,35.9,,49,48,24,3,nan
BD1A_2025-08-03,BD1A,2025-08-03,73.3,,49,48,37,5,nan
BD4_2025-08-03,BD4,2025-08-03,156.5,,49,48,46,12,nan
BRL1_2025-08-03,BRL1,2025-08-03,16.9,1011.2,48,48,12,3,G
CB2_2025-08-03,CB2,2025-08-03,26.0,1011.2,48,48,11,12,nan
CB3_2025-08-03,CB3,2025-08-03,32.0,,49,48,18,8,nan
CL2_2025-08-03,CL2,2025-08-03,122.2,,49,48,41,16,nan
CL4_2025-08-03,CL4,2025-08-03,66.9,,49,48,31,12,nan
CL5_2025-08-03,CL5,2025-08-03,,,49,48,0,0,nan
COL1_2025-08-03,COL1,2025-08-03,26.6,,49,48,17,5,nan
CTL1_2025-08-03,CTL1,2025-08-03,28.7,,49,48,16,8,nan
CVL1_2025-08-03,CVL1,2025-08-03,8.5,,49,48,7,1,nan
DB1_2025-08-03,DB1,2025-08-03,22.6,,49,48,16,3,nan
DBA_2025-08-03,DBA,2025-08-03,4.1,1986.3,49,46,4,0,nan
DE1_2025-08-03,DE1,2025-08-03,60.9,,49,48,32,7,nan
DS21-1_2025-08-03,DS21-1,2025-08-03,,,49,48,0,0,nan
ETL1_2025-08-03,ETL1,2025-08-03,4.1,,49,48,3,1,nan
FC1_2025-08-03,FC1,2025-08-03,43.7,2419.6,49,47,25,7,J2
GMP1_2025-08-03,GMP1,2025-08-03,25.3,1732.9,49,45,17,4,3J
GRPL1_2025-08-03,GRPL1,2025-08-03,3.1,913.9,48,46,3,0,G
HA1_2025-08-03,HA1,2025-08-03,15.5,665.3,47,47,10,4,2G
HB3_2025-08-03,HB3,2025-08-03,285.1,,49,48,48,21,nan
HL2_2025-08-03,HL2,2025-08-03,23.3,1011.2,48,48,19,0,G
HO1_2025-08-03,HO1,2025-08-03,20.2,,49,48,11,7,nan
HO2_2025-08-03,HO2,2025-08-03,387.3,,49,48,49,22,nan
HO3_2025-08-03,HO3,2025-08-03,152.9,,49,48,45,14,nan
JC5_2025-08-03,JC5,2025-08-03,3.0,,49,48,2,1,nan
JC6_2025-08-03,JC6,2025-08-03,461.1,,49,48,49,25,nan
LSC1_2025-08-03,LSC1,2025-08-03,110.2,,49,48,36,23,nan
MB3_2025-08-03,MB3,2025-08-03,37.3,,49,48,24,4,G
MDWL1_2025-08-03,MDWL1,2025-08-03,51.2,,49,48,31,3,nan
MR2_2025-08-03,MR2,2025-08-03,110.0,,49,48,41,12,nan
MR3_2025-08-03,MR3,2025-08-03,14.4,,49,48,10,3,nan
MRCL1_2025-08-03,MRCL1,2025-08-03,36.8,,49,48,20,9,nan
PL1_2025-08-03,PL1,2025-08-03,172.3,,49,48,47,12,G
PMRL1_2025-08-03,PMRL1,2025-08-03,2.0,866.4,49,36,2,0,nan
PNVL1_2025-08-03,PNVL1,2025-08-03,21.4,,49,48,11,8,nan
PP1_2025-08-03,PP1,2025-08-03,3.1,,49,48,3,0,nan
PRP1_2025-08-03,PRP1,2025-08-03,21.8,,49,48,13,6,nan
RBA_2025-08-03,RBA,2025-08-03,26.9,,49,48,18,4,nan
RK1_2025-08-03,RK1,2025-08-03,21.6,913.9,48,46,17,1,nan
RO1A_2025-08-03,RO1A,2025-08-03,55.4,,49,48,30,7,nan
ROL1_2025-08-03,ROL1,2025-08-03,,,49,48,0,0,nan
SB1_2025-08-03,SB1,2025-08-03,13.9,,49,48,7,6,nan
SB2_2025-08-03,SB2,2025-08-03,27.5,2419.6,49,47,20,2,nan
SB9_2025-08-03,SB9,2025-08-03,22.6,,49,48,16,3,nan
SHA_2025-08-03,SHA,2025-08-03,1.0,,49,48,1,0,nan
SPBP1_2025-08-03,SPBP1,2025-08-03,,,49,48,0,0,nan
SPBP2_2025-08-03,SPBP2,2025-08-03,,,49,48,0,0,nan
SW1_2025-08-03,SW1,2025-08-03,58.3,,49,48,33,4,nan
SYL1_2025-08-03,SYL1,2025-08-03,52.0,,49,48,24,14,nan
SYNL1_2025-08-03,SYNL1,2025-08-03,225.4,,49,48,46,23,nan
WP1_2025-08-03,WP1,2025-08-03,10.9,,49,48,9,1,nan
WP2_2025-08-03,WP2,2025-08-03,,,49,48,0,0,nan
WP3_2025-08-03,WP3,2025-08-03,,691.0,47,48,0,0,2G
WP4_2025-08-03,WP4,2025-08-03,,,49,48,0,0,nan
HO2_2025-08-07,HO2,2025-08-07,124.6,1011.2,48,48,43,12,nan
HO3_2025-08-07,HO3,2025-08-07,579.4,,49,48,49,29,nan
WP1_2025-08-07,WP1,2025-08-07,101.7,,49,48,42,7,nan
WP2_2025-08-07,WP2,2025-08-07,4.1,1413.6,49,43,4,0,nan
WP3_2025-08-07,WP3,2025-08-07,9.7,,49,48,8,1,nan
WP4_2025-08-07,WP4,2025-08-07,9.8,,49,48,9,0,nan
